location_name,year,age_name,Risk_Factor,val
Global,2002,25-29 years,High BMI,-0.023641456
Global,2002,25-29 years,High alcohol use,0.022627691
Global,2002,25-29 years,High fasting plasma glucose,0.020219616
Global,2002,25-29 years,Low physical activity,0.009195369
Global,2002,25-29 years,Tobacco use,0.092374402
Global,2002,30-34 years,High BMI,-0.027478487
Global,2002,30-34 years,High alcohol use,0.027190022
Global,2002,30-34 years,High fasting plasma glucose,0.025374545
Global,2002,30-34 years,Low physical activity,0.010132261
Global,2002,30-34 years,Tobacco use,0.098587074
Global,2002,35-39 years,High BMI,-0.030825696
Global,2002,35-39 years,High alcohol use,0.034403261
Global,2002,35-39 years,High fasting plasma glucose,0.032126092
Global,2002,35-39 years,Low physical activity,0.01102245
Global,2002,35-39 years,Tobacco use,0.105133932
Global,2002,40-44 years,High BMI,-0.036224157
Global,2002,40-44 years,High alcohol use,0.041812713
Global,2002,40-44 years,High fasting plasma glucose,0.037647909
Global,2002,40-44 years,Low physical activity,0.012545507
Global,2002,40-44 years,Tobacco use,0.112507765
Global,2002,45-49 years,High BMI,-0.037929634
Global,2002,45-49 years,High alcohol use,0.044872422
Global,2002,45-49 years,High fasting plasma glucose,0.04611818
Global,2002,45-49 years,Low physical activity,0.014372207
Global,2002,45-49 years,Tobacco use,0.118311429
Global,2003,25-29 years,High BMI,-0.02478697
Global,2003,25-29 years,High alcohol use,0.022834538
Global,2003,25-29 years,High fasting plasma glucose,0.02015925
Global,2003,25-29 years,Low physical activity,0.009212671
Global,2003,25-29 years,Tobacco use,0.090711414
Global,2003,30-34 years,High BMI,-0.028424626
Global,2003,30-34 years,High alcohol use,0.027330265
Global,2003,30-34 years,High fasting plasma glucose,0.025246362
Global,2003,30-34 years,Low physical activity,0.010155007
Global,2003,30-34 years,Tobacco use,0.097101233
Global,2003,35-39 years,High BMI,-0.031121595
Global,2003,35-39 years,High alcohol use,0.033779814
Global,2003,35-39 years,High fasting plasma glucose,0.032158668
Global,2003,35-39 years,Low physical activity,0.011029343
Global,2003,35-39 years,Tobacco use,0.103639694
Global,2003,40-44 years,High BMI,-0.036236116
Global,2003,40-44 years,High alcohol use,0.041405305
Global,2003,40-44 years,High fasting plasma glucose,0.037909158
Global,2003,40-44 years,Low physical activity,0.012602438
Global,2003,40-44 years,Tobacco use,0.111437125
Global,2003,45-49 years,High BMI,-0.038594559
Global,2003,45-49 years,High alcohol use,0.045160321
Global,2003,45-49 years,High fasting plasma glucose,0.046097751
Global,2003,45-49 years,Low physical activity,0.01445019
Global,2003,45-49 years,Tobacco use,0.117145032
Global,2004,25-29 years,High BMI,-0.025884983
Global,2004,25-29 years,High alcohol use,0.023101979
Global,2004,25-29 years,High fasting plasma glucose,0.020138444
Global,2004,25-29 years,Low physical activity,0.009245901
Global,2004,25-29 years,Tobacco use,0.089206165
Global,2004,30-34 years,High BMI,-0.02924304
Global,2004,30-34 years,High alcohol use,0.027252229
Global,2004,30-34 years,High fasting plasma glucose,0.025177179
Global,2004,30-34 years,Low physical activity,0.01019878
Global,2004,30-34 years,Tobacco use,0.095825564
Global,2004,35-39 years,High BMI,-0.031544357
Global,2004,35-39 years,High alcohol use,0.033180815
Global,2004,35-39 years,High fasting plasma glucose,0.032140231
Global,2004,35-39 years,Low physical activity,0.011048488
Global,2004,35-39 years,Tobacco use,0.10216205
Global,2004,40-44 years,High BMI,-0.035958622
Global,2004,40-44 years,High alcohol use,0.040501059
Global,2004,40-44 years,High fasting plasma glucose,0.038174395
Global,2004,40-44 years,Low physical activity,0.012651844
Global,2004,40-44 years,Tobacco use,0.110486284
Global,2004,45-49 years,High BMI,-0.039122187
Global,2004,45-49 years,High alcohol use,0.045087814
Global,2004,45-49 years,High fasting plasma glucose,0.04605619
Global,2004,45-49 years,Low physical activity,0.014615992
Global,2004,45-49 years,Tobacco use,0.116014991
Global,2005,25-29 years,High BMI,-0.026891423
Global,2005,25-29 years,High alcohol use,0.02316891
Global,2005,25-29 years,High fasting plasma glucose,0.020226382
Global,2005,25-29 years,Low physical activity,0.009318054
Global,2005,25-29 years,Tobacco use,0.08798279
Global,2005,30-34 years,High BMI,-0.03000278
Global,2005,30-34 years,High alcohol use,0.026761669
Global,2005,30-34 years,High fasting plasma glucose,0.025256372
Global,2005,30-34 years,Low physical activity,0.010249661
Global,2005,30-34 years,Tobacco use,0.094490249
Global,2005,35-39 years,High BMI,-0.032212282
Global,2005,35-39 years,High alcohol use,0.03274129
Global,2005,35-39 years,High fasting plasma glucose,0.032205808
Global,2005,35-39 years,Low physical activity,0.011136955
Global,2005,35-39 years,Tobacco use,0.100690329
Global,2005,40-44 years,High BMI,-0.035892705
Global,2005,40-44 years,High alcohol use,0.039583141
Global,2005,40-44 years,High fasting plasma glucose,0.03847235
Global,2005,40-44 years,Low physical activity,0.012748584
Global,2005,40-44 years,Tobacco use,0.109408345
Global,2005,45-49 years,High BMI,-0.039770068
Global,2005,45-49 years,High alcohol use,0.044885235
Global,2005,45-49 years,High fasting plasma glucose,0.04617081
Global,2005,45-49 years,Low physical activity,0.014710902999999999
Global,2005,45-49 years,Tobacco use,0.114723292
Global,2006,25-29 years,High BMI,-0.027634686
Global,2006,25-29 years,High alcohol use,0.023073933
Global,2006,25-29 years,High fasting plasma glucose,0.020318561
Global,2006,25-29 years,Low physical activity,0.00933922
Global,2006,25-29 years,Tobacco use,0.086849941
Global,2006,30-34 years,High BMI,-0.030876654
Global,2006,30-34 years,High alcohol use,0.026517093
Global,2006,30-34 years,High fasting plasma glucose,0.025304842
Global,2006,30-34 years,Low physical activity,0.010285012
Global,2006,30-34 years,Tobacco use,0.093084424
Global,2006,35-39 years,High BMI,-0.03295338
Global,2006,35-39 years,High alcohol use,0.032375335
Global,2006,35-39 years,High fasting plasma glucose,0.032230973
Global,2006,35-39 years,Low physical activity,0.011206643
Global,2006,35-39 years,Tobacco use,0.099137749
Global,2006,40-44 years,High BMI,-0.035867327
Global,2006,40-44 years,High alcohol use,0.038216437
Global,2006,40-44 years,High fasting plasma glucose,0.038682272
Global,2006,40-44 years,Low physical activity,0.012829367
Global,2006,40-44 years,Tobacco use,0.108140751
Global,2006,45-49 years,High BMI,-0.039896257
Global,2006,45-49 years,High alcohol use,0.043879091
Global,2006,45-49 years,High fasting plasma glucose,0.046323146
Global,2006,45-49 years,Low physical activity,0.014837787
Global,2006,45-49 years,Tobacco use,0.113434972
Global,2007,25-29 years,High BMI,-0.028397715
Global,2007,25-29 years,High alcohol use,0.022860056
Global,2007,25-29 years,High fasting plasma glucose,0.020511248
Global,2007,25-29 years,Low physical activity,0.009372862
Global,2007,25-29 years,Tobacco use,0.085742309
Global,2007,30-34 years,High BMI,-0.031687033
Global,2007,30-34 years,High alcohol use,0.026142016
Global,2007,30-34 years,High fasting plasma glucose,0.025400639
Global,2007,30-34 years,Low physical activity,0.010335228
Global,2007,30-34 years,Tobacco use,0.091729123
Global,2007,35-39 years,High BMI,-0.033549219
Global,2007,35-39 years,High alcohol use,0.031665327
Global,2007,35-39 years,High fasting plasma glucose,0.032338277
Global,2007,35-39 years,Low physical activity,0.01125782
Global,2007,35-39 years,Tobacco use,0.097695762
Global,2007,40-44 years,High BMI,-0.035843024
Global,2007,40-44 years,High alcohol use,0.037017199
Global,2007,40-44 years,High fasting plasma glucose,0.038881711
Global,2007,40-44 years,Low physical activity,0.012917111
Global,2007,40-44 years,Tobacco use,0.106951612
Global,2007,45-49 years,High BMI,-0.039825936
Global,2007,45-49 years,High alcohol use,0.042792087
Global,2007,45-49 years,High fasting plasma glucose,0.046526867
Global,2007,45-49 years,Low physical activity,0.014945222
Global,2007,45-49 years,Tobacco use,0.112345843
Global,2008,25-29 years,High BMI,-0.029400309
Global,2008,25-29 years,High alcohol use,0.022881197
Global,2008,25-29 years,High fasting plasma glucose,0.020672589
Global,2008,25-29 years,Low physical activity,0.009417977
Global,2008,25-29 years,Tobacco use,0.084364152
Global,2008,30-34 years,High BMI,-0.032652977
Global,2008,30-34 years,High alcohol use,0.026031284
Global,2008,30-34 years,High fasting plasma glucose,0.025492091
Global,2008,30-34 years,Low physical activity,0.010358526
Global,2008,30-34 years,Tobacco use,0.090215861
Global,2008,35-39 years,High BMI,-0.0341974
Global,2008,35-39 years,High alcohol use,0.031168066
Global,2008,35-39 years,High fasting plasma glucose,0.032428573
Global,2008,35-39 years,Low physical activity,0.01130732
Global,2008,35-39 years,Tobacco use,0.09622061
Global,2008,40-44 years,High BMI,-0.036060203
Global,2008,40-44 years,High alcohol use,0.036296079
Global,2008,40-44 years,High fasting plasma glucose,0.039005978
Global,2008,40-44 years,Low physical activity,0.013000294
Global,2008,40-44 years,Tobacco use,0.105708541
Global,2008,45-49 years,High BMI,-0.039722859
Global,2008,45-49 years,High alcohol use,0.041910062
Global,2008,45-49 years,High fasting plasma glucose,0.046698115
Global,2008,45-49 years,Low physical activity,0.01503477
Global,2008,45-49 years,Tobacco use,0.11128852
Global,2009,25-29 years,High BMI,-0.030347859
Global,2009,25-29 years,High alcohol use,0.022701436
Global,2009,25-29 years,High fasting plasma glucose,0.020878295
Global,2009,25-29 years,Low physical activity,0.009490086
Global,2009,25-29 years,Tobacco use,0.083134463
Global,2009,30-34 years,High BMI,-0.033734007
Global,2009,30-34 years,High alcohol use,0.025824026
Global,2009,30-34 years,High fasting plasma glucose,0.02565917
Global,2009,30-34 years,Low physical activity,0.010424573
Global,2009,30-34 years,Tobacco use,0.088627954
Global,2009,35-39 years,High BMI,-0.035031593
Global,2009,35-39 years,High alcohol use,0.030692113
Global,2009,35-39 years,High fasting plasma glucose,0.03254258
Global,2009,35-39 years,Low physical activity,0.011399668
Global,2009,35-39 years,Tobacco use,0.094639278
Global,2009,40-44 years,High BMI,-0.036368229
Global,2009,40-44 years,High alcohol use,0.035395346
Global,2009,40-44 years,High fasting plasma glucose,0.039152028
Global,2009,40-44 years,Low physical activity,0.013082304
Global,2009,40-44 years,Tobacco use,0.104300031
Global,2009,45-49 years,High BMI,-0.039459467
Global,2009,45-49 years,High alcohol use,0.040740655
Global,2009,45-49 years,High fasting plasma glucose,0.046869109
Global,2009,45-49 years,Low physical activity,0.015134666
Global,2009,45-49 years,Tobacco use,0.11019238
Global,2010,25-29 years,High BMI,-0.030843161
Global,2010,25-29 years,High alcohol use,0.022197698
Global,2010,25-29 years,High fasting plasma glucose,0.021164704
Global,2010,25-29 years,Low physical activity,0.009522849
Global,2010,25-29 years,Tobacco use,0.082365913
Global,2010,30-34 years,High BMI,-0.034540083
Global,2010,30-34 years,High alcohol use,0.02560555
Global,2010,30-34 years,High fasting plasma glucose,0.025939531
Global,2010,30-34 years,Low physical activity,0.010489302
Global,2010,30-34 years,Tobacco use,0.087317103
Global,2010,35-39 years,High BMI,-0.035750234
Global,2010,35-39 years,High alcohol use,0.030024917
Global,2010,35-39 years,High fasting plasma glucose,0.032736808
Global,2010,35-39 years,Low physical activity,0.011443632
Global,2010,35-39 years,Tobacco use,0.093019763
Global,2010,40-44 years,High BMI,-0.03669929
Global,2010,40-44 years,High alcohol use,0.034430488
Global,2010,40-44 years,High fasting plasma glucose,0.039324783
Global,2010,40-44 years,Low physical activity,0.013147197
Global,2010,40-44 years,Tobacco use,0.102873782
Global,2010,45-49 years,High BMI,-0.03899849
Global,2010,45-49 years,High alcohol use,0.039144878
Global,2010,45-49 years,High fasting plasma glucose,0.047190543
Global,2010,45-49 years,Low physical activity,0.015248228
Global,2010,45-49 years,Tobacco use,0.109072092
Global,2011,25-29 years,High BMI,-0.031426866
Global,2011,25-29 years,High alcohol use,0.021754996
Global,2011,25-29 years,High fasting plasma glucose,0.021476311
Global,2011,25-29 years,Low physical activity,0.009569482
Global,2011,25-29 years,Tobacco use,0.0815861
Global,2011,30-34 years,High BMI,-0.035375837
Global,2011,30-34 years,High alcohol use,0.025292737
Global,2011,30-34 years,High fasting plasma glucose,0.026255919
Global,2011,30-34 years,Low physical activity,0.010567268
Global,2011,30-34 years,Tobacco use,0.08587161
Global,2011,35-39 years,High BMI,-0.036672951
Global,2011,35-39 years,High alcohol use,0.029401365
Global,2011,35-39 years,High fasting plasma glucose,0.033008478
Global,2011,35-39 years,Low physical activity,0.011490198
Global,2011,35-39 years,Tobacco use,0.09122323
Global,2011,40-44 years,High BMI,-0.03733501
Global,2011,40-44 years,High alcohol use,0.033739206
Global,2011,40-44 years,High fasting plasma glucose,0.039627097
Global,2011,40-44 years,Low physical activity,0.01326465
Global,2011,40-44 years,Tobacco use,0.10127018
Global,2011,45-49 years,High BMI,-0.03881659
Global,2011,45-49 years,High alcohol use,0.03766365
Global,2011,45-49 years,High fasting plasma glucose,0.047589998
Global,2011,45-49 years,Low physical activity,0.015366056
Global,2011,45-49 years,Tobacco use,0.107723784
Global,2012,25-29 years,High BMI,-0.032102684
Global,2012,25-29 years,High alcohol use,0.021194695
Global,2012,25-29 years,High fasting plasma glucose,0.021741412
Global,2012,25-29 years,Low physical activity,0.009659927
Global,2012,25-29 years,Tobacco use,0.0806025
Global,2012,30-34 years,High BMI,-0.036258517
Global,2012,30-34 years,High alcohol use,0.02471206
Global,2012,30-34 years,High fasting plasma glucose,0.026554295
Global,2012,30-34 years,Low physical activity,0.010642058
Global,2012,30-34 years,Tobacco use,0.08409842
Global,2012,35-39 years,High BMI,-0.037834474
Global,2012,35-39 years,High alcohol use,0.028869524
Global,2012,35-39 years,High fasting plasma glucose,0.033239627
Global,2012,35-39 years,Low physical activity,0.011562715
Global,2012,35-39 years,Tobacco use,0.089106191
Global,2012,40-44 years,High BMI,-0.038098697
Global,2012,40-44 years,High alcohol use,0.032850603
Global,2012,40-44 years,High fasting plasma glucose,0.03990934
Global,2012,40-44 years,Low physical activity,0.013348266
Global,2012,40-44 years,Tobacco use,0.099213495
Global,2012,45-49 years,High BMI,-0.038898048
Global,2012,45-49 years,High alcohol use,0.03622595
Global,2012,45-49 years,High fasting plasma glucose,0.047943206
Global,2012,45-49 years,Low physical activity,0.015454821
Global,2012,45-49 years,Tobacco use,0.105907869
Global,2013,25-29 years,High BMI,-0.032822662
Global,2013,25-29 years,High alcohol use,0.02066043
Global,2013,25-29 years,High fasting plasma glucose,0.021939729
Global,2013,25-29 years,Low physical activity,0.009729348
Global,2013,25-29 years,Tobacco use,0.07918067
Global,2013,30-34 years,High BMI,-0.037067474
Global,2013,30-34 years,High alcohol use,0.024118259
Global,2013,30-34 years,High fasting plasma glucose,0.026822901
Global,2013,30-34 years,Low physical activity,0.01070304
Global,2013,30-34 years,Tobacco use,0.08209331
Global,2013,35-39 years,High BMI,-0.038872658
Global,2013,35-39 years,High alcohol use,0.028245201
Global,2013,35-39 years,High fasting plasma glucose,0.033500756
Global,2013,35-39 years,Low physical activity,0.011587857
Global,2013,35-39 years,Tobacco use,0.086686615
Global,2013,40-44 years,High BMI,-0.038797009
Global,2013,40-44 years,High alcohol use,0.031766049
Global,2013,40-44 years,High fasting plasma glucose,0.040217658
Global,2013,40-44 years,Low physical activity,0.013374852
Global,2013,40-44 years,Tobacco use,0.096839567
Global,2013,45-49 years,High BMI,-0.039009929
Global,2013,45-49 years,High alcohol use,0.034664956
Global,2013,45-49 years,High fasting plasma glucose,0.048228219
Global,2013,45-49 years,Low physical activity,0.015487381
Global,2013,45-49 years,Tobacco use,0.103682941
Global,2014,25-29 years,High BMI,-0.033361976
Global,2014,25-29 years,High alcohol use,0.020037561
Global,2014,25-29 years,High fasting plasma glucose,0.022275905
Global,2014,25-29 years,Low physical activity,0.009733834
Global,2014,25-29 years,Tobacco use,0.077842662
Global,2014,30-34 years,High BMI,-0.037671868
Global,2014,30-34 years,High alcohol use,0.023505173
Global,2014,30-34 years,High fasting plasma glucose,0.027206172
Global,2014,30-34 years,Low physical activity,0.010742612
Global,2014,30-34 years,Tobacco use,0.080488309
Global,2014,35-39 years,High BMI,-0.039722029
Global,2014,35-39 years,High alcohol use,0.027472378
Global,2014,35-39 years,High fasting plasma glucose,0.033954985
Global,2014,35-39 years,Low physical activity,0.011555025
Global,2014,35-39 years,Tobacco use,0.08453093
Global,2014,40-44 years,High BMI,-0.039437875
Global,2014,40-44 years,High alcohol use,0.03059489
Global,2014,40-44 years,High fasting plasma glucose,0.040658
Global,2014,40-44 years,Low physical activity,0.013370299
Global,2014,40-44 years,Tobacco use,0.094691928
Global,2014,45-49 years,High BMI,-0.039198352
Global,2014,45-49 years,High alcohol use,0.033079144
Global,2014,45-49 years,High fasting plasma glucose,0.048617671
Global,2014,45-49 years,Low physical activity,0.015446499
Global,2014,45-49 years,Tobacco use,0.101561951
Global,2015,25-29 years,High BMI,-0.034105877
Global,2015,25-29 years,High alcohol use,0.019851821
Global,2015,25-29 years,High fasting plasma glucose,0.022582544
Global,2015,25-29 years,Low physical activity,0.009761945
Global,2015,25-29 years,Tobacco use,0.076220523
Global,2015,30-34 years,High BMI,-0.038314287
Global,2015,30-34 years,High alcohol use,0.023090791
Global,2015,30-34 years,High fasting plasma glucose,0.027615476
Global,2015,30-34 years,Low physical activity,0.010784931
Global,2015,30-34 years,Tobacco use,0.07880548
Global,2015,35-39 years,High BMI,-0.04052492
Global,2015,35-39 years,High alcohol use,0.026829969
Global,2015,35-39 years,High fasting plasma glucose,0.034379712
Global,2015,35-39 years,Low physical activity,0.011582209
Global,2015,35-39 years,Tobacco use,0.082574453
Global,2015,40-44 years,High BMI,-0.040088306
Global,2015,40-44 years,High alcohol use,0.029667388
Global,2015,40-44 years,High fasting plasma glucose,0.041153966
Global,2015,40-44 years,Low physical activity,0.013389471
Global,2015,40-44 years,Tobacco use,0.092714311
Global,2015,45-49 years,High BMI,-0.039586571
Global,2015,45-49 years,High alcohol use,0.032009658
Global,2015,45-49 years,High fasting plasma glucose,0.049059795
Global,2015,45-49 years,Low physical activity,0.015466032
Global,2015,45-49 years,Tobacco use,0.099577451
Global,2016,25-29 years,High BMI,-0.0349497
Global,2016,25-29 years,High alcohol use,0.01977804
Global,2016,25-29 years,High fasting plasma glucose,0.022879067
Global,2016,25-29 years,Low physical activity,0.009710025
Global,2016,25-29 years,Tobacco use,0.074976073
Global,2016,30-34 years,High BMI,-0.038900367
Global,2016,30-34 years,High alcohol use,0.022823208
Global,2016,30-34 years,High fasting plasma glucose,0.028031996
Global,2016,30-34 years,Low physical activity,0.010768827
Global,2016,30-34 years,Tobacco use,0.077691348
Global,2016,35-39 years,High BMI,-0.04128725
Global,2016,35-39 years,High alcohol use,0.026591857
Global,2016,35-39 years,High fasting plasma glucose,0.034899917
Global,2016,35-39 years,Low physical activity,0.011637833
Global,2016,35-39 years,Tobacco use,0.081150043
Global,2016,40-44 years,High BMI,-0.04070759
Global,2016,40-44 years,High alcohol use,0.028983379
Global,2016,40-44 years,High fasting plasma glucose,0.041660342
Global,2016,40-44 years,Low physical activity,0.013426047
Global,2016,40-44 years,Tobacco use,0.09104899
Global,2016,45-49 years,High BMI,-0.040033655
Global,2016,45-49 years,High alcohol use,0.031371914
Global,2016,45-49 years,High fasting plasma glucose,0.049508064
Global,2016,45-49 years,Low physical activity,0.01553203
Global,2016,45-49 years,Tobacco use,0.097984975
Global,2017,25-29 years,High BMI,-0.035887235
Global,2017,25-29 years,High alcohol use,0.019472064
Global,2017,25-29 years,High fasting plasma glucose,0.023194487
Global,2017,25-29 years,Low physical activity,0.009601365
Global,2017,25-29 years,Tobacco use,0.073786509
Global,2017,30-34 years,High BMI,-0.039432557
Global,2017,30-34 years,High alcohol use,0.022307038
Global,2017,30-34 years,High fasting plasma glucose,0.028455512
Global,2017,30-34 years,Low physical activity,0.010699561
Global,2017,30-34 years,Tobacco use,0.076670342
Global,2017,35-39 years,High BMI,-0.041944652
Global,2017,35-39 years,High alcohol use,0.026041603
Global,2017,35-39 years,High fasting plasma glucose,0.035413192
Global,2017,35-39 years,Low physical activity,0.011675924
Global,2017,35-39 years,Tobacco use,0.079860871
Global,2017,40-44 years,High BMI,-0.041317473
Global,2017,40-44 years,High alcohol use,0.028280746
Global,2017,40-44 years,High fasting plasma glucose,0.042163552
Global,2017,40-44 years,Low physical activity,0.013451264
Global,2017,40-44 years,Tobacco use,0.089513918
Global,2017,45-49 years,High BMI,-0.040456317
Global,2017,45-49 years,High alcohol use,0.030562816
Global,2017,45-49 years,High fasting plasma glucose,0.050029727
Global,2017,45-49 years,Low physical activity,0.01558764
Global,2017,45-49 years,Tobacco use,0.096572195
Global,2018,25-29 years,High BMI,-0.036519566
Global,2018,25-29 years,High alcohol use,0.01889763
Global,2018,25-29 years,High fasting plasma glucose,0.02352578
Global,2018,25-29 years,Low physical activity,0.009483933
Global,2018,25-29 years,Tobacco use,0.072609305
Global,2018,30-34 years,High BMI,-0.039885173
Global,2018,30-34 years,High alcohol use,0.021690884
Global,2018,30-34 years,High fasting plasma glucose,0.028834321
Global,2018,30-34 years,Low physical activity,0.01066586
Global,2018,30-34 years,Tobacco use,0.075642442
Global,2018,35-39 years,High BMI,-0.04249223
Global,2018,35-39 years,High alcohol use,0.025435837
Global,2018,35-39 years,High fasting plasma glucose,0.035921099
Global,2018,35-39 years,Low physical activity,0.011708981
Global,2018,35-39 years,Tobacco use,0.078670939
Global,2018,40-44 years,High BMI,-0.041931397
Global,2018,40-44 years,High alcohol use,0.027621516
Global,2018,40-44 years,High fasting plasma glucose,0.042697874
Global,2018,40-44 years,Low physical activity,0.013493411
Global,2018,40-44 years,Tobacco use,0.088139803
Global,2018,45-49 years,High BMI,-0.040944577
Global,2018,45-49 years,High alcohol use,0.029854654
Global,2018,45-49 years,High fasting plasma glucose,0.050528271
Global,2018,45-49 years,Low physical activity,0.015697444
Global,2018,45-49 years,Tobacco use,0.095260992
Global,2019,25-29 years,High BMI,-0.037142984
Global,2019,25-29 years,High alcohol use,0.018241703
Global,2019,25-29 years,High fasting plasma glucose,0.023782543
Global,2019,25-29 years,Low physical activity,0.009385763
Global,2019,25-29 years,Tobacco use,0.071880667
Global,2019,30-34 years,High BMI,-0.040333376
Global,2019,30-34 years,High alcohol use,0.021104984
Global,2019,30-34 years,High fasting plasma glucose,0.029247451
Global,2019,30-34 years,Low physical activity,0.010628046
Global,2019,30-34 years,Tobacco use,0.074699277
Global,2019,35-39 years,High BMI,-0.043033179
Global,2019,35-39 years,High alcohol use,0.024900561
Global,2019,35-39 years,High fasting plasma glucose,0.03647836
Global,2019,35-39 years,Low physical activity,0.011754401
Global,2019,35-39 years,Tobacco use,0.077722065
Global,2019,40-44 years,High BMI,-0.042569329
Global,2019,40-44 years,High alcohol use,0.02706431
Global,2019,40-44 years,High fasting plasma glucose,0.043261557
Global,2019,40-44 years,Low physical activity,0.013515314
Global,2019,40-44 years,Tobacco use,0.086957408
Global,2019,45-49 years,High BMI,-0.041608155
Global,2019,45-49 years,High alcohol use,0.029245359
Global,2019,45-49 years,High fasting plasma glucose,0.051111316
Global,2019,45-49 years,Low physical activity,0.015769519
Global,2019,45-49 years,Tobacco use,0.09414723
Global,2020,25-29 years,High BMI,-0.037503362
Global,2020,25-29 years,High alcohol use,0.01800323
Global,2020,25-29 years,High fasting plasma glucose,0.024148845
Global,2020,25-29 years,Low physical activity,0.009324295
Global,2020,25-29 years,Tobacco use,0.071070509
Global,2020,30-34 years,High BMI,-0.0407103
Global,2020,30-34 years,High alcohol use,0.020744989
Global,2020,30-34 years,High fasting plasma glucose,0.029697775
Global,2020,30-34 years,Low physical activity,0.010628607
Global,2020,30-34 years,Tobacco use,0.073942196
Global,2020,35-39 years,High BMI,-0.043433559
Global,2020,35-39 years,High alcohol use,0.024200448
Global,2020,35-39 years,High fasting plasma glucose,0.037143713
Global,2020,35-39 years,Low physical activity,0.011778945
Global,2020,35-39 years,Tobacco use,0.07696456
Global,2020,40-44 years,High BMI,-0.043117415
Global,2020,40-44 years,High alcohol use,0.026348905
Global,2020,40-44 years,High fasting plasma glucose,0.043985103
Global,2020,40-44 years,Low physical activity,0.013512261
Global,2020,40-44 years,Tobacco use,0.0860714
Global,2020,45-49 years,High BMI,-0.042293775
Global,2020,45-49 years,High alcohol use,0.02841628
Global,2020,45-49 years,High fasting plasma glucose,0.05174037
Global,2020,45-49 years,Low physical activity,0.015795899
Global,2020,45-49 years,Tobacco use,0.093032528
Global,2021,25-29 years,High BMI,-0.038088071
Global,2021,25-29 years,High alcohol use,0.017166321
Global,2021,25-29 years,High fasting plasma glucose,0.024616391
Global,2021,25-29 years,Low physical activity,0.009241443
Global,2021,25-29 years,Tobacco use,0.070591831
Global,2021,30-34 years,High BMI,-0.041315124
Global,2021,30-34 years,High alcohol use,0.019939371
Global,2021,30-34 years,High fasting plasma glucose,0.030196416
Global,2021,30-34 years,Low physical activity,0.010570834
Global,2021,30-34 years,Tobacco use,0.073298403
Global,2021,35-39 years,High BMI,-0.043748605
Global,2021,35-39 years,High alcohol use,0.023315065
Global,2021,35-39 years,High fasting plasma glucose,0.037777025
Global,2021,35-39 years,Low physical activity,0.011786814
Global,2021,35-39 years,Tobacco use,0.076485524
Global,2021,40-44 years,High BMI,-0.043312358
Global,2021,40-44 years,High alcohol use,0.025182203
Global,2021,40-44 years,High fasting plasma glucose,0.044557604
Global,2021,40-44 years,Low physical activity,0.013509812
Global,2021,40-44 years,Tobacco use,0.085577779
Global,2021,45-49 years,High BMI,-0.042629842
Global,2021,45-49 years,High alcohol use,0.026657542
Global,2021,45-49 years,High fasting plasma glucose,0.052328199
Global,2021,45-49 years,Low physical activity,0.015770722
Global,2021,45-49 years,Tobacco use,0.091866765
Global,2022,25-29 years,High BMI,-0.039163047
Global,2022,25-29 years,High alcohol use,0.017414056
Global,2022,25-29 years,High fasting plasma glucose,0.024825575
Global,2022,25-29 years,Low physical activity,0.009366599
Global,2022,25-29 years,Tobacco use,0.069236955
Global,2022,30-34 years,High BMI,-0.042217181
Global,2022,30-34 years,High alcohol use,0.020037869
Global,2022,30-34 years,High fasting plasma glucose,0.030582497
Global,2022,30-34 years,Low physical activity,0.010566899
Global,2022,30-34 years,Tobacco use,0.071420122
Global,2022,35-39 years,High BMI,-0.044112833
Global,2022,35-39 years,High alcohol use,0.023092213
Global,2022,35-39 years,High fasting plasma glucose,0.038219039
Global,2022,35-39 years,Low physical activity,0.011734361
Global,2022,35-39 years,Tobacco use,0.074984916
Global,2022,40-44 years,High BMI,-0.044051969
Global,2022,40-44 years,High alcohol use,0.025085403
Global,2022,40-44 years,High fasting plasma glucose,0.045092484
Global,2022,40-44 years,Low physical activity,0.013459235
Global,2022,40-44 years,Tobacco use,0.083443992
Global,2022,45-49 years,High BMI,-0.043232426
Global,2022,45-49 years,High alcohol use,0.026564877
Global,2022,45-49 years,High fasting plasma glucose,0.052877607
Global,2022,45-49 years,Low physical activity,0.015696272
Global,2022,45-49 years,Tobacco use,0.090120169
Global,2023,25-29 years,High BMI,-0.039892149
Global,2023,25-29 years,High alcohol use,0.016929155
Global,2023,25-29 years,High fasting plasma glucose,0.02506789
Global,2023,25-29 years,Low physical activity,0.00935801
Global,2023,25-29 years,Tobacco use,0.068587416
Global,2023,30-34 years,High BMI,-0.042943626
Global,2023,30-34 years,High alcohol use,0.019670523
Global,2023,30-34 years,High fasting plasma glucose,0.03098059
Global,2023,30-34 years,Low physical activity,0.010538366
Global,2023,30-34 years,Tobacco use,0.070353025
Global,2023,35-39 years,High BMI,-0.044673433
Global,2023,35-39 years,High alcohol use,0.02274168
Global,2023,35-39 years,High fasting plasma glucose,0.03863477
Global,2023,35-39 years,Low physical activity,0.011735995
Global,2023,35-39 years,Tobacco use,0.07409174
Global,2023,40-44 years,High BMI,-0.044554245
Global,2023,40-44 years,High alcohol use,0.024537971
Global,2023,40-44 years,High fasting plasma glucose,0.045717766
Global,2023,40-44 years,Low physical activity,0.01345227
Global,2023,40-44 years,Tobacco use,0.082324186
Global,2023,45-49 years,High BMI,-0.043627998
