Analysis_type,Analysis_ID,Feature,Mean_abs_SHAP,Normalized_importance,Rank,Risk_Factor,Bootstrap_ID
Grouped calendar-block bootstrap,Bootstrap 110,High_alcohol_use,8.70370870048509,0.07309273605531498,2,High alcohol use,110
Grouped calendar-block bootstrap,Bootstrap 110,High_fasting_plasma_glucose,100.0026694578283,0.8398108180137703,1,High fasting plasma glucose,110
Grouped calendar-block bootstrap,Bootstrap 110,Low_physical_activity,7.58934757998761,0.06373446062885364,3,Low physical activity,110
Grouped calendar-block bootstrap,Bootstrap 110,Tobacco_use,2.7818894969299435,0.023361985302061024,4,Tobacco use,110
Grouped calendar-block bootstrap,Bootstrap 111,High_alcohol_use,10.060334288674023,0.08962001953161651,3,High alcohol use,111
Grouped calendar-block bootstrap,Bootstrap 111,High_fasting_plasma_glucose,85.39596391705906,0.760728991161263,1,High fasting plasma glucose,111
Grouped calendar-block bootstrap,Bootstrap 111,Low_physical_activity,11.524710476398468,0.10266505548964096,2,Low physical activity,111
Grouped calendar-block bootstrap,Bootstrap 111,Tobacco_use,5.274426445562173,0.04698593381747943,4,Tobacco use,111
Grouped calendar-block bootstrap,Bootstrap 112,High_alcohol_use,13.184836598091266,0.10633685817088417,2,High alcohol use,112
Grouped calendar-block bootstrap,Bootstrap 112,High_fasting_plasma_glucose,98.91677496573504,0.7977724253158639,1,High fasting plasma glucose,112
Grouped calendar-block bootstrap,Bootstrap 112,Low_physical_activity,7.611650361383663,0.06138862464491887,3,Low physical activity,112
Grouped calendar-block bootstrap,Bootstrap 112,Tobacco_use,4.27795640572029,0.034502091868332994,4,Tobacco use,112
Grouped calendar-block bootstrap,Bootstrap 113,High_alcohol_use,12.291411050803521,0.1119015102808173,2,High alcohol use,113
Grouped calendar-block bootstrap,Bootstrap 113,High_fasting_plasma_glucose,88.82651467463549,0.8086802323987936,1,High fasting plasma glucose,113
Grouped calendar-block bootstrap,Bootstrap 113,Low_physical_activity,5.515101403085625,0.050209709349586136,3,Low physical activity,113
Grouped calendar-block bootstrap,Bootstrap 113,Tobacco_use,3.208305843284025,0.02920854797080306,4,Tobacco use,113
Grouped calendar-block bootstrap,Bootstrap 114,High_alcohol_use,9.927664517742746,0.08548867157679546,3,High alcohol use,114
Grouped calendar-block bootstrap,Bootstrap 114,High_fasting_plasma_glucose,85.987556328493,0.7404522936406726,1,High fasting plasma glucose,114
Grouped calendar-block bootstrap,Bootstrap 114,Low_physical_activity,10.490681070730309,0.09033689515492226,2,Low physical activity,114
Grouped calendar-block bootstrap,Bootstrap 114,Tobacco_use,9.722519950305715,0.08372213962760992,4,Tobacco use,114
Grouped calendar-block bootstrap,Bootstrap 115,High_alcohol_use,15.263835584196974,0.12958339768614208,2,High alcohol use,115
Grouped calendar-block bootstrap,Bootstrap 115,High_fasting_plasma_glucose,88.61297207579894,0.7522860120779636,1,High fasting plasma glucose,115
Grouped calendar-block bootstrap,Bootstrap 115,Low_physical_activity,7.21773695417625,0.06127548170758095,3,Low physical activity,115
Grouped calendar-block bootstrap,Bootstrap 115,Tobacco_use,6.697054130342953,0.05685510852831342,4,Tobacco use,115
Grouped calendar-block bootstrap,Bootstrap 116,High_alcohol_use,15.252227382098928,0.13368375886546524,2,High alcohol use,116
Grouped calendar-block bootstrap,Bootstrap 116,High_fasting_plasma_glucose,88.09240713084445,0.7721183154258471,1,High fasting plasma glucose,116
Grouped calendar-block bootstrap,Bootstrap 116,Low_physical_activity,3.0421059470623733,0.02666365689955502,4,Low physical activity,116
Grouped calendar-block bootstrap,Bootstrap 116,Tobacco_use,7.70510967601748,0.06753426880913274,3,Tobacco use,116
Grouped calendar-block bootstrap,Bootstrap 117,High_alcohol_use,13.527078200876712,0.10962944139581557,2,High alcohol use,117
Grouped calendar-block bootstrap,Bootstrap 117,High_fasting_plasma_glucose,101.67136954139261,0.8239898729977038,1,High fasting plasma glucose,117
Grouped calendar-block bootstrap,Bootstrap 117,Low_physical_activity,6.13331143589252,0.04970707617997549,3,Low physical activity,117
Grouped calendar-block bootstrap,Bootstrap 117,Tobacco_use,2.0573416751152016,0.016673609426505205,4,Tobacco use,117
Grouped calendar-block bootstrap,Bootstrap 118,High_alcohol_use,12.756718574376666,0.11581061426653268,2,High alcohol use,118
Grouped calendar-block bootstrap,Bootstrap 118,High_fasting_plasma_glucose,82.62795235234148,0.7501297345174083,1,High fasting plasma glucose,118
Grouped calendar-block bootstrap,Bootstrap 118,Low_physical_activity,7.660352263172322,0.06954375421261963,3,Low physical activity,118
Grouped calendar-block bootstrap,Bootstrap 118,Tobacco_use,7.1065260024631725,0.06451589700343936,4,Tobacco use,118
Grouped calendar-block bootstrap,Bootstrap 119,High_alcohol_use,10.434944350929822,0.09059085669506203,2,High alcohol use,119
Grouped calendar-block bootstrap,Bootstrap 119,High_fasting_plasma_glucose,93.29463482113445,0.8099363647058107,1,High fasting plasma glucose,119
Grouped calendar-block bootstrap,Bootstrap 119,Low_physical_activity,7.571548101831885,0.06573231308049111,3,Low physical activity,119
Grouped calendar-block bootstrap,Bootstrap 119,Tobacco_use,3.8864836133139975,0.033740465518636194,4,Tobacco use,119
Grouped calendar-block bootstrap,Bootstrap 120,High_alcohol_use,12.777643678775606,0.11307675713093428,2,High alcohol use,120
Grouped calendar-block bootstrap,Bootstrap 120,High_fasting_plasma_glucose,87.68890028630986,0.7760097816175694,1,High fasting plasma glucose,120
Grouped calendar-block bootstrap,Bootstrap 120,Low_physical_activity,6.491497892228996,0.05744701832583015,3,Low physical activity,120
Grouped calendar-block bootstrap,Bootstrap 120,Tobacco_use,6.041693923753851,0.05346644292566621,4,Tobacco use,120
Grouped calendar-block bootstrap,Bootstrap 121,High_alcohol_use,7.3714115669074305,0.06295979579057301,3,High alcohol use,121
Grouped calendar-block bootstrap,Bootstrap 121,High_fasting_plasma_glucose,96.49506842599196,0.8241718357134998,1,High fasting plasma glucose,121
Grouped calendar-block bootstrap,Bootstrap 121,Low_physical_activity,7.8195049254333275,0.06678699579044202,2,Low physical activity,121
Grouped calendar-block bootstrap,Bootstrap 121,Tobacco_use,5.395264700509827,0.04608137270548518,4,Tobacco use,121
Grouped calendar-block bootstrap,Bootstrap 122,High_alcohol_use,7.622184452239205,0.06538213853072586,3,High alcohol use,122
Grouped calendar-block bootstrap,Bootstrap 122,High_fasting_plasma_glucose,95.04750168709194,0.8153055021489553,1,High fasting plasma glucose,122
Grouped calendar-block bootstrap,Bootstrap 122,Low_physical_activity,10.526492795348167,0.0902949298197517,2,Low physical activity,122
Grouped calendar-block bootstrap,Bootstrap 122,Tobacco_use,3.3828229689861047,0.029017429500567234,4,Tobacco use,122
Grouped calendar-block bootstrap,Bootstrap 123,High_alcohol_use,13.707107622833814,0.11877857224625661,2,High alcohol use,123
Grouped calendar-block bootstrap,Bootstrap 123,High_fasting_plasma_glucose,83.19318536730374,0.7209083090648111,1,High fasting plasma glucose,123
Grouped calendar-block bootstrap,Bootstrap 123,Low_physical_activity,11.673361784482703,0.10115520241229525,3,Low physical activity,123
Grouped calendar-block bootstrap,Bootstrap 123,Tobacco_use,6.826853613506126,0.05915791627663699,4,Tobacco use,123
Grouped calendar-block bootstrap,Bootstrap 124,High_alcohol_use,18.466331111754783,0.15765630880584008,2,High alcohol use,124
Grouped calendar-block bootstrap,Bootstrap 124,High_fasting_plasma_glucose,88.58213997658561,0.7562700533372838,1,High fasting plasma glucose,124
Grouped calendar-block bootstrap,Bootstrap 124,Low_physical_activity,5.668289929124362,0.04839302739991564,3,Low physical activity,124
Grouped calendar-block bootstrap,Bootstrap 124,Tobacco_use,4.413541294108419,0.03768061045696059,4,Tobacco use,124
Grouped calendar-block bootstrap,Bootstrap 125,High_alcohol_use,9.19710979303893,0.08386950848280156,2,High alcohol use,125
Grouped calendar-block bootstrap,Bootstrap 125,High_fasting_plasma_glucose,88.7361286475378,0.8091950255903767,1,High fasting plasma glucose,125
Grouped calendar-block bootstrap,Bootstrap 125,Low_physical_activity,7.893967812048162,0.0719860059598979,3,Low physical activity,125
Grouped calendar-block bootstrap,Bootstrap 125,Tobacco_use,3.832549234375577,0.034949459966923814,4,Tobacco use,125
Grouped calendar-block bootstrap,Bootstrap 126,High_alcohol_use,10.809491643682122,0.09415972193748545,2,High alcohol use,126
Grouped calendar-block bootstrap,Bootstrap 126,High_fasting_plasma_glucose,89.4272429634543,0.7789861548203656,1,High fasting plasma glucose,126
Grouped calendar-block bootstrap,Bootstrap 126,Low_physical_activity,9.183737596299718,0.07999804310129888,3,Low physical activity,126
Grouped calendar-block bootstrap,Bootstrap 126,Tobacco_use,5.379055888402988,0.04685608014085011,4,Tobacco use,126
Grouped calendar-block bootstrap,Bootstrap 127,High_alcohol_use,8.471638601863592,0.07216995125299122,2,High alcohol use,127
Grouped calendar-block bootstrap,Bootstrap 127,High_fasting_plasma_glucose,96.23288975883932,0.8198086921817135,1,High fasting plasma glucose,127
Grouped calendar-block bootstrap,Bootstrap 127,Low_physical_activity,8.235975670310504,0.07016233701427924,3,Low physical activity,127
Grouped calendar-block bootstrap,Bootstrap 127,Tobacco_use,4.44406468188938,0.0378590195510161,4,Tobacco use,127
Grouped calendar-block bootstrap,Bootstrap 128,High_alcohol_use,8.954187384598395,0.07688470845482742,2,High alcohol use,128
Grouped calendar-block bootstrap,Bootstrap 128,High_fasting_plasma_glucose,97.90429339689366,0.8406506063569122,1,High fasting plasma glucose,128
Grouped calendar-block bootstrap,Bootstrap 128,Low_physical_activity,7.051825126183822,0.0605501644776431,3,Low physical activity,128
Grouped calendar-block bootstrap,Bootstrap 128,Tobacco_use,2.5522204457836994,0.02191452071061727,4,Tobacco use,128
Grouped calendar-block bootstrap,Bootstrap 129,High_alcohol_use,14.37378141031984,0.12418090449137338,2,High alcohol use,129
Grouped calendar-block bootstrap,Bootstrap 129,High_fasting_plasma_glucose,88.68082565489938,0.7661494791454567,1,High fasting plasma glucose,129
Grouped calendar-block bootstrap,Bootstrap 129,Low_physical_activity,8.054925153360648,0.06958975252235884,3,Low physical activity,129
Grouped calendar-block bootstrap,Bootstrap 129,Tobacco_use,4.6391931526253325,0.040079863840811025,4,Tobacco use,129
Grouped calendar-block bootstrap,Bootstrap 130,High_alcohol_use,16.63335907520617,0.14760132777289692,2,High alcohol use,130
Grouped calendar-block bootstrap,Bootstrap 130,High_fasting_plasma_glucose,85.03359122276306,0.7545722372149302,1,High fasting plasma glucose,130
Grouped calendar-block bootstrap,Bootstrap 130,Low_physical_activity,4.30389466616599,0.038191958969232734,4,Low physical activity,130
Grouped calendar-block bootstrap,Bootstrap 130,Tobacco_use,6.720275950431824,0.05963447604294018,3,Tobacco use,130
Grouped calendar-block bootstrap,Bootstrap 131,High_alcohol_use,8.469937160786461,0.07818030085238392,3,High alcohol use,131
Grouped calendar-block bootstrap,Bootstrap 131,High_fasting_plasma_glucose,88.95116046386606,0.8210484156163449,1,High fasting plasma glucose,131
Grouped calendar-block bootstrap,Bootstrap 131,Low_physical_activity,8.499390388411634,0.07845216381347771,2,Low physical activity,131
Grouped calendar-block bootstrap,Bootstrap 131,Tobacco_use,2.418020133367356,0.022319119717793545,4,Tobacco use,131
Grouped calendar-block bootstrap,Bootstrap 132,High_alcohol_use,17.301513694270568,0.1582323347961344,2,High alcohol use,132
Grouped calendar-block bootstrap,Bootstrap 132,High_fasting_plasma_glucose,80.03134537768715,0.7319328736063605,1,High fasting plasma glucose,132
Grouped calendar-block bootstrap,Bootstrap 132,Low_physical_activity,6.943933281828375,0.06350628015952978,3,Low physical activity,132
Grouped calendar-block bootstrap,Bootstrap 132,Tobacco_use,5.065673688706011,0.0463285114379752,4,Tobacco use,132
Grouped calendar-block bootstrap,Bootstrap 133,High_alcohol_use,10.875834256892695,0.08564192543253431,2,High alcohol use,133
Grouped calendar-block bootstrap,Bootstrap 133,High_fasting_plasma_glucose,98.37332627317485,0.7746422825355431,1,High fasting plasma glucose,133
Grouped calendar-block bootstrap,Bootstrap 133,Low_physical_activity,8.471615006029605,0.06670986367594885,4,Low physical activity,133
Grouped calendar-block bootstrap,Bootstrap 133,Tobacco_use,9.271164474176134,0.0730059283559738,3,Tobacco use,133
Grouped calendar-block bootstrap,Bootstrap 134,High_alcohol_use,20.37404784108786,0.18237474330864337,2,High alcohol use,134
Grouped calendar-block bootstrap,Bootstrap 134,High_fasting_plasma_glucose,74.6953031452263,0.668622005981536,1,High fasting plasma glucose,134
Grouped calendar-block bootstrap,Bootstrap 134,Low_physical_activity,6.4758337748401305,0.057967298968158866,4,Low physical activity,134
Grouped calendar-block bootstrap,Bootstrap 134,Tobacco_use,10.170108000671162,0.0910359517416618,3,Tobacco use,134
Grouped calendar-block bootstrap,Bootstrap 135,High_alcohol_use,9.866761524142587,0.0769785794618825,2,High alcohol use,135
Grouped calendar-block bootstrap,Bootstrap 135,High_fasting_plasma_glucose,102.19328179780175,0.7972923683311826,1,High fasting plasma glucose,135
Grouped calendar-block bootstrap,Bootstrap 135,Low_physical_activity,9.068580055220382,0.07075132085427473,3,Low physical activity,135
Grouped calendar-block bootstrap,Bootstrap 135,Tobacco_use,7.046793642946902,0.054977731352660326,4,Tobacco use,135
Grouped calendar-block bootstrap,Bootstrap 136,High_alcohol_use,8.982249272351757,0.08321240670582856,2,High alcohol use,136
Grouped calendar-block bootstrap,Bootstrap 136,High_fasting_plasma_glucose,87.52481974170489,0.8108382072650036,1,High fasting plasma glucose,136
Grouped calendar-block bootstrap,Bootstrap 136,Low_physical_activity,7.7908103831550655,0.07217480416253844,3,Low physical activity,136
Grouped calendar-block bootstrap,Bootstrap 136,Tobacco_use,3.645750981196761,0.03377458186662959,4,Tobacco use,136
Grouped calendar-block bootstrap,Bootstrap 137,High_alcohol_use,18.136024042043616,0.1659137767411806,2,High alcohol use,137
Grouped calendar-block bootstrap,Bootstrap 137,High_fasting_plasma_glucose,77.13537756730528,0.7056575235498236,1,High fasting plasma glucose,137
Grouped calendar-block bootstrap,Bootstrap 137,Low_physical_activity,9.017982226741665,0.08249920083668762,3,Low physical activity,137
Grouped calendar-block bootstrap,Bootstrap 137,Tobacco_use,5.020550506101811,0.045929498872308225,4,Tobacco use,137
Grouped calendar-block bootstrap,Bootstrap 138,High_alcohol_use,14.631403704239604,0.12532955629672007,2,High alcohol use,138
Grouped calendar-block bootstrap,Bootstrap 138,High_fasting_plasma_glucose,84.78071892121258,0.7262139778040334,1,High fasting plasma glucose,138
Grouped calendar-block bootstrap,Bootstrap 138,Low_physical_activity,11.893716352137135,0.10187909671991786,3,Low physical activity,138
Grouped calendar-block bootstrap,Bootstrap 138,Tobacco_use,5.437602366761113,0.04657736917932868,4,Tobacco use,138
Grouped calendar-block bootstrap,Bootstrap 139,High_alcohol_use,17.011523786713095,0.16147086604985153,2,High alcohol use,139
Grouped calendar-block bootstrap,Bootstrap 139,High_fasting_plasma_glucose,72.85594232739771,0.6915378217718122,1,High fasting plasma glucose,139
Grouped calendar-block bootstrap,Bootstrap 139,Low_physical_activity,5.966728073884459,0.05663529979169732,4,Low physical activity,139
Grouped calendar-block bootstrap,Bootstrap 139,Tobacco_use,9.519323773945079,0.09035601238663903,3,Tobacco use,139
Grouped calendar-block bootstrap,Bootstrap 140,High_alcohol_use,13.92914138786933,0.12128409927067169,2,High alcohol use,140
Grouped calendar-block bootstrap,Bootstrap 140,High_fasting_plasma_glucose,87.43714335946476,0.7613344483952738,1,High fasting plasma glucose,140
Grouped calendar-block bootstrap,Bootstrap 140,Low_physical_activity,8.500018531314153,0.07401153184160109,3,Low physical activity,140
Grouped calendar-block bootstrap,Bootstrap 140,Tobacco_use,4.980914713080753,0.043369920492453425,4,Tobacco use,140
Grouped calendar-block bootstrap,Bootstrap 141,High_alcohol_use,3.449066168508109,0.03174229289437317,3,High alcohol use,141
Grouped calendar-block bootstrap,Bootstrap 141,High_fasting_plasma_glucose,93.57366549670697,0.8611730109780266,1,High fasting plasma glucose,141
Grouped calendar-block bootstrap,Bootstrap 141,Low_physical_activity,8.358409872037523,0.07692374727742526,2,Low physical activity,141
Grouped calendar-block bootstrap,Bootstrap 141,Tobacco_use,3.2772398841950823,0.030160948850174937,4,Tobacco use,141
Grouped calendar-block bootstrap,Bootstrap 142,High_alcohol_use,16.21859812911819,0.13722364809052717,2,High alcohol use,142
Grouped calendar-block bootstrap,Bootstrap 142,High_fasting_plasma_glucose,90.45408107953914,0.7653213238033142,1,High fasting plasma glucose,142
Grouped calendar-block bootstrap,Bootstrap 142,Low_physical_activity,7.3562644389731915,0.06224048679165347,3,Low physical activity,142
Grouped calendar-block bootstrap,Bootstrap 142,Tobacco_use,4.162041323259473,0.035214541314505236,4,Tobacco use,142
Grouped calendar-block bootstrap,Bootstrap 143,High_alcohol_use,5.806139686418807,0.05459125442143086,4,High alcohol use,143
Grouped calendar-block bootstrap,Bootstrap 143,High_fasting_plasma_glucose,84.47584787046208,0.7942699887757811,1,High fasting plasma glucose,143
Grouped calendar-block bootstrap,Bootstrap 143,Low_physical_activity,8.75075469794957,0.08227750310808453,2,Low physical activity,143
Grouped calendar-block bootstrap,Bootstrap 143,Tobacco_use,7.323848154264338,0.06886125369470343,3,Tobacco use,143
Grouped calendar-block bootstrap,Bootstrap 144,High_alcohol_use,14.482941515327376,0.12475220440754467,2,High alcohol use,144
Grouped calendar-block bootstrap,Bootstrap 144,High_fasting_plasma_glucose,89.19477552876754,0.7683000623232406,1,High fasting plasma glucose,144
Grouped calendar-block bootstrap,Bootstrap 144,Low_physical_activity,8.012847589745242,0.06902053697755366,3,Low physical activity,144
Grouped calendar-block bootstrap,Bootstrap 144,Tobacco_use,4.403107490894549,0.037927196291661025,4,Tobacco use,144
Grouped calendar-block bootstrap,Bootstrap 145,High_alcohol_use,6.99138996795039,0.06235432754639317,3,High alcohol use,145
Grouped calendar-block bootstrap,Bootstrap 145,High_fasting_plasma_glucose,90.3417566018946,0.8057338394932222,1,High fasting plasma glucose,145
Grouped calendar-block bootstrap,Bootstrap 145,Low_physical_activity,5.6827698090935455,0.05068309616132795,4,Low physical activity,145
Grouped calendar-block bootstrap,Bootstrap 145,Tobacco_use,9.107656162977218,0.08122873679905672,2,Tobacco use,145
Grouped calendar-block bootstrap,Bootstrap 146,High_alcohol_use,17.5991047670736,0.15527189632530394,2,High alcohol use,146
Grouped calendar-block bootstrap,Bootstrap 146,High_fasting_plasma_glucose,83.11374636187273,0.7332889473135517,1,High fasting plasma glucose,146
Grouped calendar-block bootstrap,Bootstrap 146,Low_physical_activity,7.819852598274456,0.06899233557550603,3,Low physical activity,146
Grouped calendar-block bootstrap,Bootstrap 146,Tobacco_use,4.811083420212655,0.042446820785638426,4,Tobacco use,146
Grouped calendar-block bootstrap,Bootstrap 147,High_alcohol_use,9.50905194704366,0.08479675041262971,2,High alcohol use,147
Grouped calendar-block bootstrap,Bootstrap 147,High_fasting_plasma_glucose,89.09551739210592,0.7945072119972326,1,High fasting plasma glucose,147
Grouped calendar-block bootstrap,Bootstrap 147,Low_physical_activity,8.55021693987005,0.07624636145240633,3,Low physical activity,147
Grouped calendar-block bootstrap,Bootstrap 147,Tobacco_use,4.984557513892651,0.04444967613773122,4,Tobacco use,147
Grouped calendar-block bootstrap,Bootstrap 148,High_alcohol_use,7.293390711598263,0.062067035840352745,3,High alcohol use,148
Grouped calendar-block bootstrap,Bootstrap 148,High_fasting_plasma_glucose,95.96888974273907,0.8166989476854924,1,High fasting plasma glucose,148
Grouped calendar-block bootstrap,Bootstrap 148,Low_physical_activity,11.101069235451082,0.09447052672048482,2,Low physical activity,148
Grouped calendar-block bootstrap,Bootstrap 148,Tobacco_use,3.1449316845330246,0.026763489753670017,4,Tobacco use,148
Grouped calendar-block bootstrap,Bootstrap 149,High_alcohol_use,10.234540730124504,0.09395606610728313,2,High alcohol use,149
Grouped calendar-block bootstrap,Bootstrap 149,High_fasting_plasma_glucose,85.61620976749589,0.7859817530543948,1,High fasting plasma glucose,149
Grouped calendar-block bootstrap,Bootstrap 149,Low_physical_activity,8.8280770778656,0.08104431995533627,3,Low physical activity,149
Grouped calendar-block bootstrap,Bootstrap 149,Tobacco_use,4.250176736361841,0.03901786088298581,4,Tobacco use,149
Grouped calendar-block bootstrap,Bootstrap 150,High_alcohol_use,23.481125134580275,0.19103012397596758,2,High alcohol use,150
Grouped calendar-block bootstrap,Bootstrap 150,High_fasting_plasma_glucose,82.71411792530733,0.6729187000738968,1,High fasting plasma glucose,150
Grouped calendar-block bootstrap,Bootstrap 150,Low_physical_activity,6.694856034074088,0.054465838875283876,4,Low physical activity,150
Grouped calendar-block bootstrap,Bootstrap 150,Tobacco_use,10.028342489284627,0.08158533707485176,3,Tobacco use,150
Grouped calendar-block bootstrap,Bootstrap 151,High_alcohol_use,14.887761094464976,0.1253947303017794,2,High alcohol use,151
Grouped calendar-block bootstrap,Bootstrap 151,High_fasting_plasma_glucose,83.94490520533394,0.7070404127014621,1,High fasting plasma glucose,151
Grouped calendar-block bootstrap,Bootstrap 151,Low_physical_activity,14.195259563778253,0.11956201696610429,3,Low physical activity,151
Grouped calendar-block bootstrap,Bootstrap 151,Tobacco_use,5.699241208241267,0.0480028400306543,4,Tobacco use,151
Grouped calendar-block bootstrap,Bootstrap 152,High_alcohol_use,12.90246861848761,0.10958995156958133,2,High alcohol use,152
Grouped calendar-block bootstrap,Bootstrap 152,High_fasting_plasma_glucose,89.9288516705527,0.7638304568447106,1,High fasting plasma glucose,152
Grouped calendar-block bootstrap,Bootstrap 152,Low_physical_activity,10.775747828799135,0.09152618135354486,3,Low physical activity,152
Grouped calendar-block bootstrap,Bootstrap 152,Tobacco_use,4.126979882861762,0.0350534102321631,4,Tobacco use,152
Grouped calendar-block bootstrap,Bootstrap 153,High_alcohol_use,17.490879491848105,0.1523163027667081,2,High alcohol use,153
Grouped calendar-block bootstrap,Bootstrap 153,High_fasting_plasma_glucose,81.72607855235829,0.7116974381144445,1,High fasting plasma glucose,153
Grouped calendar-block bootstrap,Bootstrap 153,Low_physical_activity,7.509086966010577,0.0653915867609444,4,Low physical activity,153
Grouped calendar-block bootstrap,Bootstrap 153,Tobacco_use,8.106570895892732,0.07059467235790298,3,Tobacco use,153
Grouped calendar-block bootstrap,Bootstrap 154,High_alcohol_use,13.214241571461454,0.11770994770785034,2,High alcohol use,154
Grouped calendar-block bootstrap,Bootstrap 154,High_fasting_plasma_glucose,88.29337630131666,0.7865005835691031,1,High fasting plasma glucose,154
Grouped calendar-block bootstrap,Bootstrap 154,Low_physical_activity,6.204761636377696,0.05527083516734277,3,Low physical activity,154
Grouped calendar-block bootstrap,Bootstrap 154,Tobacco_use,4.548664088098003,0.04051863355570369,4,Tobacco use,154
Grouped calendar-block bootstrap,Bootstrap 155,High_alcohol_use,17.572912265458967,0.13735089828041336,2,High alcohol use,155
Grouped calendar-block bootstrap,Bootstrap 155,High_fasting_plasma_glucose,99.51162124100854,0.7777885850860592,1,High fasting plasma glucose,155
Grouped calendar-block bootstrap,Bootstrap 155,Low_physical_activity,6.22676484689993,0.048668754056416415,3,Low physical activity,155
Grouped calendar-block bootstrap,Bootstrap 155,Tobacco_use,4.630436906218529,0.03619176257711102,4,Tobacco use,155
Grouped calendar-block bootstrap,Bootstrap 156,High_alcohol_use,9.990045422030722,0.09204266887627326,2,High alcohol use,156
Grouped calendar-block bootstrap,Bootstrap 156,High_fasting_plasma_glucose,85.32674798395703,0.7861527429752282,1,High fasting plasma glucose,156
Grouped calendar-block bootstrap,Bootstrap 156,Low_physical_activity,9.606609404262375,0.0885099047167771,3,Low physical activity,156
Grouped calendar-block bootstrap,Bootstrap 156,Tobacco_use,3.6137087706805153,0.03329468343172146,4,Tobacco use,156
Grouped calendar-block bootstrap,Bootstrap 157,High_alcohol_use,12.631547134769532,0.11565511715519204,2,High alcohol use,157
Grouped calendar-block bootstrap,Bootstrap 157,High_fasting_plasma_glucose,85.44307192634133,0.7823213093619832,1,High fasting plasma glucose,157
Grouped calendar-block bootstrap,Bootstrap 157,Low_physical_activity,6.935074964549173,0.06349791509681194,3,Low physical activity,157
Grouped calendar-block bootstrap,Bootstrap 157,Tobacco_use,4.207670890583712,0.03852565838601285,4,Tobacco use,157
Grouped calendar-block bootstrap,Bootstrap 158,High_alcohol_use,13.856355288274148,0.11977177650135175,2,High alcohol use,158
Grouped calendar-block bootstrap,Bootstrap 158,High_fasting_plasma_glucose,83.56387931976248,0.7223107425617348,1,High fasting plasma glucose,158
Grouped calendar-block bootstrap,Bootstrap 158,Low_physical_activity,10.417027969658374,0.09004286623958625,3,Low physical activity,158
Grouped calendar-block bootstrap,Bootstrap 158,Tobacco_use,7.852390636372216,0.06787461469732722,4,Tobacco use,158
Grouped calendar-block bootstrap,Bootstrap 159,High_alcohol_use,7.711267724370255,0.07088086477258786,3,High alcohol use,159
Grouped calendar-block bootstrap,Bootstrap 159,High_fasting_plasma_glucose,87.9958105669302,0.80884484526935585,1,High fasting plasma glucose,159
Grouped calendar-block bootstrap,Bootstrap 159,Low_physical_activity,5.1515682803918885,0.047352475325842795,4,Low physical activity,159
Grouped calendar-block bootstrap,Bootstrap 159,Tobacco_use,7.933306646018344,0.07292181463221352,2,Tobacco use,159
Grouped calendar-block bootstrap,Bootstrap 160,High_alcohol_use,8.925631350221332,0.08003935975058059,2,High alcohol use,160
Grouped calendar-block bootstrap,Bootstrap 160,High_fasting_plasma_glucose,90.26635410540244,0.8094509963641334,1,High fasting plasma glucose,160
Grouped calendar-block bootstrap,Bootstrap 160,Low_physical_activity,7.587639319020159,0.06804110199976443,3,Low physical activity,160
Grouped calendar-block bootstrap,Bootstrap 160,Tobacco_use,4.735901811718941,0.04246854188552152,4,Tobacco use,160
Grouped calendar-block bootstrap,Bootstrap 161,High_alcohol_use,8.909615462141879,0.0732763795490767,2,High alcohol use,161
Grouped calendar-block bootstrap,Bootstrap 161,High_fasting_plasma_glucose,102.70950067534166,0.8447256098495171,1,High fasting plasma glucose,161
Grouped calendar-block bootstrap,Bootstrap 161,Low_physical_activity,5.828174312412739,0.047933327179966484,3,Low physical activity,161
Grouped calendar-block bootstrap,Bootstrap 161,Tobacco_use,4.141897184226443,0.03406468342143988,4,Tobacco use,161
Grouped calendar-block bootstrap,Bootstrap 162,High_alcohol_use,15.854184803454315,0.13683961212877113,2,High alcohol use,162
Grouped calendar-block bootstrap,Bootstrap 162,High_fasting_plasma_glucose,86.95917614593225,0.7505564040261595,1,High fasting plasma glucose,162
Grouped calendar-block bootstrap,Bootstrap 162,Low_physical_activity,6.944151542971239,0.05993591064338764,3,Low physical activity,162
Grouped calendar-block bootstrap,Bootstrap 162,Tobacco_use,6.1021026937400595,0.05266807320168156,4,Tobacco use,162
Grouped calendar-block bootstrap,Bootstrap 163,High_alcohol_use,9.233214448348564,0.085697514859467,3,High alcohol use,163
Grouped calendar-block bootstrap,Bootstrap 163,High_fasting_plasma_glucose,80.4984131033368,0.7471410949759295,1,High fasting plasma glucose,163
Grouped calendar-block bootstrap,Bootstrap 163,Low_physical_activity,7.262254584887448,0.06740417150312566,4,Low physical activity,163
Grouped calendar-block bootstrap,Bootstrap 163,Tobacco_use,10.748033874525744,0.09975721866147788,2,Tobacco use,163
Grouped calendar-block bootstrap,Bootstrap 164,High_alcohol_use,14.986434880337294,0.13304092513765084,2,High alcohol use,164
Grouped calendar-block bootstrap,Bootstrap 164,High_fasting_plasma_glucose,86.28129059234087,0.7659555333961566,1,High fasting plasma glucose,164
Grouped calendar-block bootstrap,Bootstrap 164,Low_physical_activity,8.137165043634527,0.07223705798256705,3,Low physical activity,164
Grouped calendar-block bootstrap,Bootstrap 164,Tobacco_use,3.2404091524288936,0.028766483483625444,4,Tobacco use,164
Grouped calendar-block bootstrap,Bootstrap 165,High_alcohol_use,24.455167982683463,0.22777489602072357,2,High alcohol use,165
